,text,label,word_count,char_length,tokenize_text
8925,Curtailing cybermercenary attacks,safe,3,33,curtailing cybermercenary attack
8926,"Given what we’ve seen of cybermercenaries like Void Balaur, it is likely that these groups have access to a large number of tools and infrastructure that allows them to launch attacks even against prominent individuals and organizations.",threat-actor,37,237,given weve seen cybermercenaries like void balaur likely group access large number tool infrastructure allows launch attack even prominent individual organization
8927,"However, this does not mean that practicing and implementing the right security safeguards will not help in defending against cybermercenary attacks.",safe,21,149,however mean practicing implementing right security safeguard help defending cybermercenary attack
8928,The following security best practices can help both individuals and organizations thwart cybermercenary attacks (and cyberattacks in general):  Employ the services of a reputable provider that places high priority on security.,safe,31,226,following security best practice help individual organization thwart cybermercenary attack cyberattacks general employ service reputable provider place high priority security
8929,Consider using dedicated two-factor authentication apps or devices such as Yubikey instead of relying on SMS.,safe,16,109,consider using dedicated twofactor authentication apps device yubikey instead relying sm
8930,"Use encryption systems for communication, especially when it involves sensitive information.",safe,11,92,use encryption system communication especially involves sensitive information
8931,Encrypt the drives of all computers and other machines that are used to store sensitive information.,safe,16,100,encrypt drive computer machine used store sensitive information
8932,Practice good security hygiene by deleting old emails and messages to minimize the chances of an attacker gaining access to private information.,safe,22,144,practice good security hygiene deleting old email message minimize chance attacker gaining access private information
8933,"Learn more about the activities and targets of Void Balaur in our research paper, Void Balaur: Tracking a Cybermercenary’s Activities.",threat-actor,20,134,learn activity target void balaur research paper void balaur tracking cybermercenarys activity
8934,"    Tags  APT & Targeted Attacks | Cyber Crime | Research | Articles, News, Reports",safe,14,83,tag apt targeted attack cyber crime research article news report
8935,The US Department of Energy (DOE) recently launched the Operational Technology (OT) Defender Fellowship.,identity,14,104,u department energy doe recently launched operational technology ot defender fellowship
8936,"In collaboration with DOE's Idaho National Laboratory (INL) and the Foundation for Defense of Democracies' (FDD) Center for Cyber and Technology Innovation (CTTI), the OT Defender Fellowship hopes to expand the knowledge of primary US front-line critical infrastructure defenders.",identity,39,280,collaboration idaho national laboratory inl foundation defense democracy fdd center cyber technology innovation ctti ot defender fellowship hope expand knowledge primary u frontline critical infrastructure defender
8937,Sharing cybersecurity knowledge to the private sector,safe,7,53,sharing cybersecurity knowledge private sector
8938,It will enable the program participants to engage with various cyber and national experts across the US government.,safe,18,115,enable program participant engage various cyber national expert across u government
8939,The program aims to also equip them with a better understanding of the strategies and tactics of the country's adversaries and how the US government cyber operations defend the nation.,identity,30,184,program aim also equip better understanding strategy tactic country adversary u government cyber operation defend nation
8940,The Fellowship aligns with the bipartisan recommendations of the congressionally mandated Cyberspace Solarium Commission (CSC).,identity,15,127,fellowship aligns bipartisan recommendation congressionally mandated cyberspace solarium commission csc
8941,King also explains that the CSC report supports operationalizing cybersecurity partnership with the private sector and remolding how the government works with the private sector.,identity,25,178,king also explains csc report support operationalizing cybersecurity partnership private sector remolding government work private sector
8942,King added that this DOE initiative will better protect the US from cyberattacks.,identity,13,81,king added doe initiative better protect u cyberattacks
8943,"Tom Fanning, Chairman, President & CEO of Southern Company, says that national security greatly depends on the collaboration between private sector and the government.",identity,24,167,tom fanning chairman president ceo southern company say national security greatly depends collaboration private sector government
8944,They must also be nominated by their organization's leadership and commit to the requirements imposed by the program.,safe,18,117,must also nominated organization leadership commit requirement imposed program
8945,"The participant must also be a US citizen and currently hold or be able to attain federal security clearance at the Secret or higher level, or be in a role that justifies application for Department of Homeland Security-sponsored private sector clearance.",safe,41,254,participant must also u citizen currently hold able attain federal security clearance secret higher level role justifies application department homeland securitysponsored private sector clearance
8946,"For more information about the OT Defender Fellowship, visit https://inl.gov/otdefender/        Tags  Latest News | ICS OT | APT & Targeted Attacks | IoT | Articles, News, Reports",URL,27,179,information ot defender fellowship visit httpsinlgovotdefender tag latest news ic ot apt targeted attack iot article news report
8947,"Since 2019, we have been tracking a threat campaign we dubbed as “Water Pamola.”",TIME,14,80,since tracking threat campaign dubbed water pamola
8948,"The campaign initially compromised e-commerce online shops in Japan, Australia, and European countries via spam emails with malicious attachments.",attack-pattern,19,146,campaign initially compromised ecommerce online shop japan australia european country via spam email malicious attachment
8949,"However, since early 2020, we’ve noticed some changes to Water Pamola’s activity.",campaign,12,81,however since early weve noticed change water pamolas activity
8950,Victims are now mainly located only in Japan.,location,8,45,victim mainly located japan
8951,Recent telemetry data indicates that the attacks are not being launched via spam anymore.,attack-pattern,14,89,recent telemetry data indicates attack launched via spam anymore
8952,"Instead, malicious scripts are being executed when the administrators look into customer orders in their online shop’s administration panel.",identity,19,140,instead malicious script executed administrator look customer order online shop administration panel
8954,"The Water Pamola attack chain      After further searching, we noticed that an online store administrator asked about a strange online order that contains JavaScript code inserted into the field where the customer’s address or company name would normally be located.",campaign,40,266,water pamola attack chain searching noticed online store administrator asked strange online order contains javascript code inserted field customer address company name would normally located
8955,This script is likely activated by exploiting a cross-site scripting (XSS) vulnerability in the said store’s administration portal.,SOFTWARE,18,131,script likely activated exploiting crosssite scripting x vulnerability said store administration portal
8957,The question asked on a forum showing the payload related to Water Pamola.,campaign,13,74,question asked forum showing payload related water pamola
8958,"     The above is a screenshot of the text in a forum, which is translated by Google Translate as Problem, there is an order that seems to be a mischievous order.",SOFTWARE,30,162,screenshot text forum translated google translate problem order seems mischievous order
8959,The following characters are included in the address and company name.,safe,11,70,following character included address company name
8960,The script connects to the Water Pamola’s server and downloads additional payloads.,malware,12,83,script connects water pamolas server downloads additional payload
8961,"Taken together, this led us to believe that Water Pamola places orders with this embedded XSS script across many targeted online shops.",campaign,22,135,taken together led u believe water pamola place order embedded x script across many targeted online shop
8962,"If they are vulnerable to this XSS attack, these will be loaded when the victim (i.e., an administrator at the targeted merchant) opens the order within their management panel.",attack-pattern,29,176,vulnerable x attack loaded victim ie administrator targeted merchant open order within management panel
8963,We have collected many attack scripts they delivered to different targets.,safe,11,74,collected many attack script delivered different target
8964,"The malicious behavior performed by the scripts includes page grabbing, credential phishing, web shell infection, and malware delivery.",attack-pattern,18,135,malicious behavior performed script includes page grabbing credential phishing web shell infection malware delivery
8965,This campaign appears to be financially motivated.,safe,7,50,campaign appears financially motivated
8966,"In at least one instance, a site that Water Pamola attacked later disclosed that they had suffered a data breach.",campaign,20,113,least one instance site water pamola attacked later disclosed suffered data breach
8967,"Their server was illegally accessed and personal information, which included names, credit card numbers, card expiration dates, and credit card security codes, were potentially leaked.",Infrastucture,25,184,server illegally accessed personal information included name credit card number card expiration date credit card security code potentially leaked
8968,"This breach might be associated with Water Pamola, and it hints that this campaign’s overall goal is to steal the credit card data (similar to Magecart campaigns).",campaign,27,163,breach might associated water pamola hint campaign overall goal steal credit card data similar magecart campaign
8969,Analysis of the XSS attack,attack-pattern,5,26,analysis x attack
8970,"As previously mentioned, Water Pamola sent online shopping orders appended with a malicious XSS script to attack e-commerce administrators.",campaign,19,139,previously mentioned water pamola sent online shopping order appended malicious x script attack ecommerce administrator
8971," It’s worth mentioning that they are not targeting a specific e-commerce framework, but e-commerce systems in general.",safe,17,118,worth mentioning targeting specific ecommerce framework ecommerce system general
8972,"If the store’s e-commerce system is vulnerable to XSS attacks, the malicious script will be loaded and executed on the merchant’s management panel once someone (like a system administrator or store employee) opens the said order.",attack-pattern,36,229,store ecommerce system vulnerable x attack malicious script loaded executed merchant management panel someone like system administrator store employee open said order
8973,"These scripts were managed with an XSS attack framework called “XSS.ME,” which helps attackers deal with their attack scripts and the stolen information.",attack-pattern,23,153,script managed x attack framework called xssme help attacker deal attack script stolen information
8974,The source code of this framework is shared across many Chinese public forums.,location,13,78,source code framework shared across many chinese public forum
8975,The basic attack script provided by the framework could report the victim’s location and browser cookies.,malware,16,105,basic attack script provided framework could report victim location browser cooky
8976,We observed that the scripts used during the attacks were customized.,safe,11,69,observed script used attack customized
8977,"The attackers delivered a variety of different XSS scripts, which could include one or more of the following behaviors: Page Grabber",attack-pattern,21,132,attacker delivered variety different x script could include one following behavior page grabber
8978,The script sends an HTTP GET request to a specified URL address and forwards the received response to Water Pamola’s server.,campaign,21,124,script sends http get request specified url address forward received response water pamolas server
8979,This is usually used during an early stage of the attack to grab content from the victim’s management page.,safe,19,107,usually used early stage attack grab content victim management page
8980,Doing so allows the threat actor to understand the environment and design attack scripts appropriate to the victim’s environment.       Figure 3.,malware,21,145,allows threat actor understand environment design attack script appropriate victim environment figure
8981,The script for grabbing page content and sending it back to the attacker     Credential Phishing,attack-pattern,15,96,script grabbing page content sending back attacker credential phishing
8982,Some of the delivered scripts revealed that the campaign was trying to obtain administrator credentials for e-commerce websites using two different approaches.,SOFTWARE,22,159,delivered script revealed campaign trying obtain administrator credential ecommerce website using two different approach
8983,The first way involves appending a fake login form to the page.,safe,12,63,first way involves appending fake login form page
8984,The script hooks the mouse click event.,attack-pattern,7,39,script hook mouse click event
8985,"If the victim enters the credential in the fake form and clicks anywhere on the page, the script will take the credentials, encode them using base64, replace some characters with custom substrings, and then upload these to Water Pamola’s server.       Figure 4.",Infrastucture,42,261,victim enters credential fake form click anywhere page script take credential encode using base replace character custom substring upload water pamolas server figure
8986,The script to create and delete fake login form for credential phishing     The other approach involves showing an authorization error message and then redirecting the user to a phishing website that asks users to enter their credentials.,attack-pattern,37,238,script create delete fake login form credential phishing approach involves showing authorization error message redirecting user phishing website asks user enter credential
8987,"The subdomains of their phishing sites were configured to match the names of the targets’ domain, such as “{victim’s domain}[.]basic-authentication[.]live”.",URL,20,156,subdomains phishing site configured match name target domain victim domainbasicauthenticationlive
8989,The script replaces the page content with an authorization error message and redirects users to the phishing website     Webshell/PHP backdoor injection,malware,21,152,script replaces page content authorization error message redirects user phishing website webshellphp backdoor injection
8990,"Some of the delivered malicious scripts attempt to install backdoors to the websites built with the EC-CUBE framework, which is popular in Japan.",tools,23,145,delivered malicious script attempt install backdoor website built eccube framework popular japan
8991,"The attack we found only works on Series 2 of EC-CUBE; the current version is Series 4, with Series 2 now under extended support.",tools,24,129,attack found work series eccube current version series series extended support
8992, There are three different approaches used to upload the backdoor.,safe,10,66,three different approach used upload backdoor
8993,The first method is uploading a PHP web shell file by calling the native API provided by the framework.,attack-pattern,19,103,first method uploading php web shell file calling native api provided framework
8994,"The name of the web shell file is hardcoded to be either “ec_ver.php,” “log3.php,” or “temp.php.”",FILEPATH,16,97,name web shell file hardcoded either ec_verphp logphp tempphp
8995,The web shell can execute any PHP code sent by an HTTP POST request to the web shell.,attack-pattern,18,85,web shell execute php code sent http post request web shell
8996,Note the screenshot in Figure 6: The same web shell with the same “only_pcd” keyword is mentioned in this Chinese blog post.,location,22,124,note screenshot figure web shell only_pcd keyword mentioned chinese blog post
8997,"The blog post describes a web shell with two components — a PHP script and an HTML uploading file — however,  the second one is not needed as the proper POST request can be created with any custom or third-party tool (e.g., Fiddler).      Figure 6.",tools,45,248,blog post describes web shell two component php script html uploading file however second one needed proper post request created custom thirdparty tool eg fiddler figure
8998,"The script for uploading the PHP web shell to an e-commerce website     The second method is modifying the page header to inject PHP code, which will then execute any PHP code, sent by the parameter “ec_ver2update” in the HTTP request.",malware,40,235,script uploading php web shell ecommerce website second method modifying page header inject php code execute php code sent parameter ec_verupdate http request
8999,Note that the PHP code below is obfuscated.,safe,8,43,note php code obfuscated
9000,"First, the $IDFX variable uses XOR operation (see character ^) to decode the string “create_function”, then the resulting base64 string is decoded to @eval($_REQUEST['ec_ver2update']); which is the backdoor’s code.",safe,29,214,first idfx variable us xor operation see character decode string create_function resulting base string decoded eval_requestec_verupdate backdoor code
9002,The script for modifying the shop page header to inject a web shell,malware,13,67,script modifying shop page header inject web shell
9003,    The third method is installing a malicious plugin embedded in a file named “MakePlugin.tar.gz” to the e-commerce framework.,FILEPATH,18,127,third method installing malicious plugin embedded file named makeplugintargz ecommerce framework
9004,The plugin has been designed to drop multiple PHP web shell files on the server.,Infrastucture,15,80,plugin designed drop multiple php web shell file server
9006,"The script for uploading and installing the malicious plugin, “MakePlugin.tar.gz”      Figure 9.",FILEPATH,12,96,script uploading installing malicious plugin makeplugintargz figure
9007,The malicious plugin installs several files with web shells     Malware Delivery,safe,11,80,malicious plugin installs several file web shell malware delivery
9008,"In this case, the attack script will show an alert prompt with a message that reads “Your Flash version is too low, please install the latest version and try again!” and then redirects the victim to the fake Flash installer download website they control.",malware,44,254,case attack script show alert prompt message read flash version low please install latest version try redirects victim fake flash installer download website control
9009,"(Note that Flash has been declared end-of-life by Adobe since December 31, 2020.)  If the victim downloads and executes the installer downloaded from this page, the victim will be infected with a variant of Gh0stRat malware, previously also named Gh0stCringe or CineregRAT.",TIME,42,273,note flash declared endoflife adobe since december victim downloads executes installer downloaded page victim infected variant ghstrat malware previously also named ghstcringe cineregrat
9010,"This RAT’s code is based on leaked Gh0st RAT source code; however, its traffic encryption is customized and it added some new features, like QQ number theft.",malware,27,157,rat code based leaked ghst rat source code however traffic encryption customized added new feature like qq number theft
9011,"The Gh0st RAT samples related to this campaign are obfuscated executable files, which decrypt the main payload in memory and execute its main export function named “Shellex.”      Figure",FILEPATH,28,186,ghst rat sample related campaign obfuscated executable file decrypt main payload memory execute main export function named shellex figure
9012,The script showing the error message and redirect to the fake Flash installer      Figure 11.,safe,15,93,script showing error message redirect fake flash installer figure
9013,The fake Flash installer download website     Analysis of the fake Flash installer,safe,12,82,fake flash installer download website analysis fake flash installer
9014,"As described earlier, the XSS attack script redirects the victim to a fake Flash download site.",attack-pattern,16,95,described earlier x attack script redirects victim fake flash download site
9015,"Clicking on the “Install now” button downloads a .ZIP archive, which contains several legitimate files as well as a few malicious ones, which are usually in form of DLL libraries.",safe,30,179,clicking install button downloads zip archive contains several legitimate file well malicious one usually form dll library
9016,These libraries will be sideloaded when the legitimate executable gets executed.,safe,11,80,library sideloaded legitimate executable get executed
9018,The package of downloaded Flash installer     ,safe,6,46,package downloaded flash installer
9019,"In this example, AdobeAirFlashInstaller.exe (legitimate file) sideloads xerces-c_2_1_0.dll (patched legitimate file), which then sideloads ulibs.dll (malicious file).",FILEPATH,17,166,example adobeairflashinstallerexe legitimate file sideloads xercesc___dll patched legitimate file sideloads ulibsdll malicious file
9020,"Ulibs.dll loads Adob.dll, which is a ZIP archive.",FILEPATH,8,49,ulibsdll load adobdll zip archive
9021,"After extracting the content of the Adob.dll zip archive, two legitimate and signed executable files are present and executed, and a similar sideloading process happens once more.",FILEPATH,27,179,extracting content adobdll zip archive two legitimate signed executable file present executed similar sideloading process happens
9023,The package inside Adob.dll     ,FILEPATH,4,32,package inside adobdll
9024,"Here, svchost.exe (renamed legitimate and signed Launcher.exe file from Tencent) sideloads Utility.dll (patched legitimate file).",FILEPATH,15,129,svchostexe renamed legitimate signed launcherexe file tencent sideloads utilitydll patched legitimate file
9025,"This patched file contains one new section called .newimp (new import), which adds a new import item with a reference to the oplib.dll library.",FILEPATH,24,143,patched file contains one new section called newimp new import add new import item reference oplibdll library
9026,This oplib.dll library is then sideloaded.,FILEPATH,6,42,oplibdll library sideloaded
9028,Oplib.dll side-loading     ,FILEPATH,2,27,oplibdll sideloading
9029,This new import was very likely added manually by using a utility called Stud_PE.,tools,14,81,new import likely added manually using utility called stud_pe
9030,"This utility has a feature called “Import Adder,” while “.newimp” is the default name of a newly added section containing newly added imports.",safe,23,142,utility feature called import adder newimp default name newly added section containing newly added import
9031,"Oplib.dll then loads a lib.DAT file from the windowsfiles directory, decodes and decrypts its contents (from a hexadecimal string; XOR 0x42), and loads it into the newly created svchost.exe process.",FILEPATH,30,198,oplibdll load libdat file windowsfiles directory decodes decrypts content hexadecimal string xor x load newly created svchostexe process
9032,"In addition, persistence via registry keys and Scheduled Tasks are configured.",safe,11,78,addition persistence via registry key scheduled task configured
9033,     Figure 15. XOR routine and svchost injection     ,safe,7,54,figure xor routine svchost injection
9034,"At the end, the last payload of this infection chain is a variant of a Gh0st RAT.",malware,17,81,end last payload infection chain variant ghst rat
9035,"Communication with C&C uses sockets and is encrypted with simple SUB 0x46, XOR 0x19 encryption.",safe,15,95,communication cc us socket encrypted simple sub x xor x encryption
9037,XOR routine that encrypts C&C communication      Figure 17.,safe,8,59,xor routine encrypts cc communication figure
9038,"A packetFlag “xy” was found inside this Gh0st RAT variant     This Gh0st RAT variant implements additional features for stealing QQ messenger user information, for example, a list of users on a given machine and their QQ messenger numbers.",malware,38,239,packetflag xy found inside ghst rat variant ghst rat variant implement additional feature stealing qq messenger user information example list user given machine qq messenger number
9039,"The code below obtains QQ numbers that are currently logged on the machine, mentioned here.",safe,15,91,code obtains qq number currently logged machine mentioned
9040,          Figure 18.,safe,2,20,figure
9041,The code used to obtain user QQ numbers     Protecting e-commerce platforms from Water Pamola’s attacks Water Pamola attacked online merchants with an XSS script appended onto online shopping orders.,campaign,29,199,code used obtain user qq number protecting ecommerce platform water pamolas attack water pamola attacked online merchant x script appended onto online shopping order
9042,They also perpetrated social engineering attacks to phish credentials or prompt the download of a remote access tool.,attack-pattern,18,117,also perpetrated social engineering attack phish credential prompt download remote access tool
9043,Online shop administrators should be aware that potential attacks may come not only from spam but also from different — and unexpected — infection vectors.,safe,25,155,online shop administrator aware potential attack may come spam also different unexpected infection vector
9044,"We also recommend that administrators keep the versions of any e-commerce platforms in use by their websites up to date to prevent any potential vulnerabilities, including XSS attacks.",attack-pattern,28,184,also recommend administrator keep version ecommerce platform use website date prevent potential vulnerability including x attack
9045, Organizations can benefit from having Trend Micro™ endpoint solutions such as Trend Micro Smart Protection Suites and Worry-Free™ Business Security.,safe,20,149,organization benefit trend micro endpoint solution trend micro smart protection suite worryfree business security
9046,These can protect users and businesses from threats by detecting malicious files and spammed messages as well as blocking all related malicious URLs.,safe,23,149,protect user business threat detecting malicious file spammed message well blocking related malicious url
9047, Indicators of compromise can be found in this appendix.,safe,9,56,indicator compromise found appendix
9048,"    Tags  Endpoints | APT & Targeted Attacks | Research | Articles, News, Reports | Cyber Threats",safe,16,97,tag endpoint apt targeted attack research article news report cyber threat
9049,"A series of ongoing business email compromise (BEC) campaigns that uses spear-phishing schemes on Office 365 accounts has been seen targeting business executives of over 1,000 companies across the world since March 2020.",attack-pattern,33,220,series ongoing business email compromise bec campaign us spearphishing scheme office account seen targeting business executive company across world since march
9050,The recent campaigns target senior positions in the United States and Canada.,identity,12,77,recent campaign target senior position united state canada
9051,"The fraudsters, whom we named “Water Nue,” primarily target accounts of financial executives to obtain credentials for further financial fraud.",threat-actor,20,143,fraudsters named water nue primarily target account financial executive obtain credential financial fraud
9052,The phishing emails redirect users to fake Office 365 login pages.,attack-pattern,11,66,phishing email redirect user fake office login page
9053,"Once the credentials are obtained and accounts are successfully compromised, emails containing invoice documents with tampered banking information are sent to subordinates in an attempt to siphon money through fund transfer requests.",safe,32,233,credential obtained account successfully compromised email containing invoice document tampered banking information sent subordinate attempt siphon money fund transfer request
9054,Tracking Water Nue’s activities,safe,4,31,tracking water nues activity
9055,The threat actor behind this campaign is interesting for several reasons.,safe,11,73,threat actor behind campaign interesting several reason
9056,It appears that their technical capabilities are limited despite being able to successfully target high-level employees globally.,safe,17,129,appears technical capability limited despite able successfully target highlevel employee globally
9057,"While their phishing tools are basic (i.e., no backdoors, trojans, and other malware), they made use of public cloud services to conduct their operations.",attack-pattern,24,154,phishing tool basic ie backdoor trojan malware made use public cloud service conduct operation
9058,"The use of cloud services allowed them to obfuscate their operations by hosting infrastructures in the services themselves, making their activities tougher to spot for forensics.",Infrastucture,26,178,use cloud service allowed obfuscate operation hosting infrastructure service making activity tougher spot forensics
9059,This tactic has become more commonplace among cybercriminals.,safe,8,61,tactic become commonplace among cybercriminals
9060,We first noticed the campaign from a large group of email domains used in phishing attempts.,attack-pattern,16,92,first noticed campaign large group email domain used phishing attempt
9061,"We found that most of the recipients hold high corporate positions, particularly in the finance department.",safe,16,107,found recipient hold high corporate position particularly finance department
9062,"In one of the first cases we encountered, the senior financial officer of a bank located in Africa purportedly sent a PDF invoice to a colleague, specifying a bank account in Hong Kong.",identity,33,185,one first case encountered senior financial officer bank located africa purportedly sent pdf invoice colleague specifying bank account hong kong
9063,The email was sent from an IP address recorded on one of the phishing sites that the attacker tested its functionality on.,attack-pattern,22,122,email sent ip address recorded one phishing site attacker tested functionality
9064,"The campaign is ongoing, with the threat actor switching to new infrastructures when used domain names get reported or blacklisted in systems.",safe,22,142,campaign ongoing threat actor switching new infrastructure used domain name get reported blacklisted system
9065,Water Nue Campaign Analysis,safe,4,27,
9066,The attackers use cloud-based email distribution services like SendGrid to deliver emails with a clickable link that redirects targets to a fake Office 365 page.,threat-actor,25,161,attacker use cloudbased email distribution service like sendgrid deliver email clickable link redirects target fake office page
9067,(We have reached out to SendGrid and shared our findings with them.),tools,12,68,reached sendgrid shared finding
9068,"When the target user attempts to log in, credentials are recorded through a simple PHP script.",safe,16,94,target user attempt log credential recorded simple php script
9069,     Figure 1. Water Nue attack scenario       Figure 2. Sample of recorded credentials     ,safe,12,92,figure water nue attack scenario figure sample recorded credential
9070,"While the techniques aren’t new, the attack attempts appear to be successful, collecting over 800 credentials from company executives at the time of writing.",safe,24,157,technique arent new attack attempt appear successful collecting credential company executive time writing
9071,How accounts are targeted for phishing attacks,attack-pattern,7,46,account targeted phishing attack
9072,"In a July email sent to a C-level executive, we learned that the base domain URL is U10450540[.]ct[.]sendgrid[.]net, with the final URL being *getting-panes[.]sfo2*.      Figure 3.",URL,26,180,july email sent clevel executive learned base domain url uctsendgridnet final url gettingpanessfo figure
9073,Email header “from” field shows New York and various email accounts indicating “Swiftme@{company domain names}”,safe,15,111,email header field show new york various email account indicating swiftmecompany domain name
9074,    “Swiftme” appears in the phishing email headers and is accompanied by account names with forged company email domains.,safe,18,122,swiftme appears phishing email header accompanied account name forged company email domain
9075,The displayed email header “from” and subject also pretend as a voicemail service.,safe,13,82,displayed email header subject also pretend voicemail service
9076,“Swiftme” is possibly a nod to electronic or wire transfers and reveals the campaign’s purpose after harvesting credentials.,safe,18,124,swiftme possibly nod electronic wire transfer reveals campaign purpose harvesting credential
9078,Emails with different X-Mailers and headers are likely appended through tools that can confuse scan engines.,safe,16,108,email different xmailers header likely appended tool confuse scan engine
9079,Here are some of the X-Mailers we observed:,safe,8,43,xmailers observed
9080,X-Mailer: Mozilla/5.0 (Windows; U; Win98; de-AT; rv X-Mailer: Claws Mail 3.7.6 (GTK+ 2.22.0; x86_64-pc-linux-gnu),safe,14,113,xmailer mozilla window u win deat rv xmailer claw mail gtk x_pclinuxgnu
9081,X-Mailer: Mozilla 4.7 [en]C-CCK-MCD NSCPCD47 (Win98; I) X-Mailer: iPhone Mail (8A293),safe,11,85,
9082,X-Mailer: Opera7.22/Win32 M2 build 3221,safe,5,39,xmailer operawin build
9083,X-Mailer: ZuckMail [version 1.00],safe,4,33,
9084,X-Mailer: CommuniGate Pro WebUser v5.3.2,safe,5,40,
9086,A phishing site imitates Office 365 login     ,attack-pattern,7,46,phishing site imitates office login
9087,The originating IP of Water Nue’s test/deployment machine was left in a clear text file in the phishing site’s server for collected credentials.,campaign,23,144,originating ip water nues testdeployment machine left clear text file phishing site server collected credential
9089,Sitemap      Figure 7.,safe,3,22,sitemap figure
9090,The landing page index.html has a dummy speech functio      Figure 8.,safe,11,69,landing page indexhtml dummy speech functio figure
9091,"While the main collection function resides in app.js, command and control (C&C) location is embedded in JavaScript code      Figure 9.",safe,20,134,main collection function resides appjs command control cc location embedded javascript code figure
9092,jQuery method is used to post the target’s credentials to hosting site     The phishing pages record passwords inputted by site visitors.,attack-pattern,21,137,jquery method used post target credential hosting site phishing page record password inputted site visitor
9093,"Once the compromised credentials are used to successfully log in to accounts, fraudsters can identify themselves as executives.",safe,18,127,compromised credential used successfully log account fraudsters identify executive
9094,They will then send a fraudulent wire transfer request to trick recipients into wiring money into the criminals’ accounts.,safe,19,122,send fraudulent wire transfer request trick recipient wiring money criminal account
9095,We found a BEC mail sample that was sent from the same IP.,safe,13,58,found bec mail sample sent ip
9096,"The email in question is an invoice request that has a legitimate email header, which is a known tactic used in BEC scams.",attack-pattern,23,122,email question invoice request legitimate email header known tactic used bec scam
9098,An email sample with the same originating IP      Figure 11.,safe,10,60,email sample originating ip figure
9099,A sample fake PDF invoice in a BEC email,attack-pattern,9,40,sample fake pdf invoice bec email
9100,How to defend against BEC and other phishing scams,attack-pattern,9,50,defend bec phishing scam
9101,"Unlike other cybercriminal schemes, phishing and BEC scams can be tricky to detect as they are targeted toward specific recipients.",attack-pattern,20,131,unlike cybercriminal scheme phishing bec scam tricky detect targeted toward specific recipient
9102,Attackers seek to compromise email accounts to gain access to financial and other sensitive information related to business operations.,safe,19,135,attacker seek compromise email account gain access financial sensitive information related business operation
9103,Here are some tips on how to stay protected from email scams:  ,safe,12,63,tip stay protected email scam
9104,Educate and train employees.,safe,4,28,educate train employee
9105,Deflect company intrusions through InfoSec education.,safe,6,53,deflect company intrusion infosec education
9106,"All staff — from the CEO to rank-and-file employees — must learn about the different kinds of scams and what to do in case of any encounters (i.e., double-check with others and verify email details).",safe,35,199,staff ceo rankandfile employee must learn different kind scam case encounter ie doublecheck others verify email detail
9107,Confirm requests using other channels.,safe,5,38,confirm request using channel
9108,"Exercise caution by following a verification system (e.g., multiple signoffs or additional verification protocols) among employees that work with sensitive information.",safe,21,168,exercise caution following verification system eg multiple signoffs additional verification protocol among employee work sensitive information
9109,Scrutinize all emails.,safe,3,22,scrutinize email
9110,"Be wary of irregular emails with suspicious content such as dubious sender email, domain name, writing style, and urgent requests.",safe,20,130,wary irregular email suspicious content dubious sender email domain name writing style urgent request
9111," In the case discussed here, the attacker email itself does not include the typical malware payload of malicious attachments.",safe,19,125,case discussed attacker email include typical malware payload malicious attachment
9112,"As a result, traditional security solutions won’t be able to protect accounts and systems from such attacks.",safe,17,108,result traditional security solution wont able protect account system attack
9113,Users can also turn on mail inspection for sender “sendgrid[.]net” in the email gateway.,URL,14,88,user also turn mail inspection sender sendgridnet email gateway
9114,Trend Micro protects both small- to medium-sized businesses and enterprises against phishing- and BEC-related emails.,attack-pattern,15,117,trend micro protects small mediumsized business enterprise phishing becrelated email
9115,Using enhanced machine learning combined with expert rules,safe,8,58,using enhanced machine learning combined expert rule
9116,", Trend Micro™ Email Security solution analyzes both the header and the content of an email to stop BEC and other email threats.",safe,23,128,trend micro email security solution analyzes header content email stop bec email threat
9117,"For source verification and authentication, it uses Sender Policy Framework (SPF), DomainKeys Identified Mail (DKIM), and Domain-Based Message Authentication, Reporting and Conformance (DMARC).",safe,23,193,source verification authentication us sender policy framework spf domainkeys identified mail dkim domainbased message authentication reporting conformance dmarc
9118,The Trend Micro™ Cloud App Security solution enhances the security of Microsoft Office 365 and other cloud services through sandbox malware analysis for BEC and other advanced threats.,safe,28,184,trend micro cloud app security solution enhances security microsoft office cloud service sandbox malware analysis bec advanced threat
9119,It uses Writing Style DNA to detect BEC impersonations and computer vision to find credential-stealing phishing sites.,attack-pattern,17,118,us writing style dna detect bec impersonation computer vision find credentialstealing phishing site
9120,It also protects cloud file sharing from threats and data loss by controlling sensitive data usage.,safe,16,99,also protects cloud file sharing threat data loss controlling sensitive data usage
9121,"Indicators of compromise (IOCs) Threat actor-managed C&C URLs:  https://highstreetmuch[.]xyz/hug/gate[.]php https://takeusall[.]online/benzz/gate[.]PHP  MITRE ATT&CK® Matrix          Tags  Cloud | APT & Targeted Attacks | Research | Phishing | Articles, News, Reports",URL,28,267,indicator compromise iocs threat actormanaged cc url httpshighstreetmuchxyzhuggatephp httpstakeusallonlinebenzzgatephp mitre attck matrix tag cloud apt targeted attack research phishing article news report
9122,"Waterbear, which has been around for several years, is a campaign that uses modular malware capable of including additional functions remotely.",campaign,21,143,waterbear around several year campaign us modular malware capable including additional function remotely
